EndOfMonth|Jnl ID|Account Code|Jnl Description|Jnl Amount
31/01/2018|001-0000000019|1210|Labrador Sales|51447.22
31/01/2018|003-0000000020|4120|Cat food sales|-43333.33
31/01/2018|003-0000000020|1230|Cat food sales|43333.33
31/01/2018|003-0000000021|4120|Cat food sales|-43333.33
31/01/2018|003-0000000021|1230|Cat food sales|43333.33
31/01/2018|003-0000000022|4120|Cat food sales|-43333.33
31/01/2018|003-0000000022|1230|Cat food sales|43333.33
28/02/2018|001-0000000023|4110|Labrador Sales|-51490.66
28/02/2018|001-0000000023|1210|Labrador Sales|51490.66
28/02/2018|001-0000000024|4110|Labrador Sales|-52605.47
28/02/2018|001-0000000024|1210|Labrador Sales|52605.47
28/02/2018|001-0000000025|4110|Labrador Sales|-49056.95
28/02/2018|001-0000000025|1210|Labrador Sales|49056.95
28/02/2018|001-0000000026|4110|Labrador Sales|-51447.31
28/02/2018|001-0000000026|1210|Labrador Sales|51447.31
28/02/2018|001-0000000027|4110|Labrador Sales|-49960.57
28/02/2018|001-0000000027|1210|Labrador Sales|49960.57
28/02/2018|001-0000000028|4110|Labrador Sales|-48605.83
28/02/2018|001-0000000028|1210|Labrador Sales|48605.83
28/02/2018|001-0000000029|4110|Labrador Sales|-51124.72
28/02/2018|001-0000000029|1210|Labrador Sales|51124.72
28/02/2018|001-0000000030|4110|Labrador Sales|-51807.07
28/02/2018|001-0000000030|1210|Labrador Sales|51807.07
28/02/2018|001-0000000031|4110|Labrador Sales|-48367.53
28/02/2018|001-0000000031|1210|Labrador Sales|48367.53
28/02/2018|001-0000000032|4110|Labrador Sales|-51933.44
28/02/2018|001-0000000032|1210|Labrador Sales|51933.44
28/02/2018|001-0000000033|4110|Labrador Sales|-48101.36
28/02/2018|001-0000000033|1210|Labrador Sales|48101.36
28/02/2018|001-0000000034|4110|Labrador Sales|-51619.63
28/02/2018|001-0000000034|1210|Labrador Sales|51619.63
28/02/2018|001-0000000035|4110|Labrador Sales|-51693.29
28/02/2018|001-0000000035|1210|Labrador Sales|51693.29
28/02/2018|001-0000000036|4110|Labrador Sales|-48696.49
28/02/2018|001-0000000036|1210|Labrador Sales|48696.49
28/02/2018|001-0000000037|4110|Labrador Sales|-51888.45
28/02/2018|001-0000000037|1210|Labrador Sales|51888.45
28/02/2018|001-0000000038|4110|Labrador Sales|-49641.89
28/02/2018|001-0000000038|1210|Labrador Sales|49641.89
28/02/2018|001-0000000039|4110|Labrador Sales|-51145.91
28/02/2018|001-0000000039|1210|Labrador Sales|51145.91
28/02/2018|001-0000000040|4110|Labrador Sales|-51873.99
28/02/2018|001-0000000040|1210|Labrador Sales|51873.99
28/02/2018|001-0000000041|4110|Labrador Sales|-48366.31
28/02/2018|001-0000000041|1210|Labrador Sales|48366.31
28/02/2018|001-0000000042|4110|Labrador Sales|-52486.47
28/02/2018|001-0000000042|1210|Labrador Sales|52486.47
28/02/2018|003-0000000043|4120|Cat food sales|-43678.88
28/02/2018|003-0000000043|1230|Cat food sales|43678.88
28/02/2018|003-0000000044|4120|Cat food sales|-43678.88
28/02/2018|003-0000000044|1230|Cat food sales|43678.88
28/02/2018|003-0000000045|4120|Cat food sales|-43678.88
28/02/2018|003-0000000045|1230|Cat food sales|43678.88
31/03/2018|001-0000000046|4110|Labrador Sales|-49564.1
31/03/2018|001-0000000046|1210|Labrador Sales|49564.1
31/03/2018|001-0000000047|4110|Labrador Sales|-50629.41
31/03/2018|001-0000000047|1210|Labrador Sales|50629.41
31/03/2018|001-0000000048|4110|Labrador Sales|-49516.16
31/03/2018|001-0000000048|1210|Labrador Sales|49516.16
31/03/2018|001-0000000049|4110|Labrador Sales|-50670.55
31/03/2018|001-0000000049|1210|Labrador Sales|50670.55
31/03/2018|001-0000000050|4110|Labrador Sales|-49735.66
31/03/2018|001-0000000050|1210|Labrador Sales|49735.66
31/03/2018|001-0000000051|4110|Labrador Sales|-50976.9
31/03/2018|001-0000000051|1210|Labrador Sales|50976.9
31/03/2018|001-0000000052|4110|Labrador Sales|-49199.49
31/03/2018|001-0000000052|1210|Labrador Sales|49199.49
31/03/2018|001-0000000053|4110|Labrador Sales|-53389.15
31/03/2018|001-0000000053|1210|Labrador Sales|53389.15
31/03/2018|001-0000000054|4110|Labrador Sales|-49579.51
31/03/2018|001-0000000054|1210|Labrador Sales|49579.51
31/03/2018|001-0000000055|4110|Labrador Sales|-48486.64
31/03/2018|001-0000000055|1210|Labrador Sales|48486.64
31/03/2018|001-0000000056|4110|Labrador Sales|-51866.15
31/03/2018|001-0000000056|1210|Labrador Sales|51866.15
31/03/2018|001-0000000057|4110|Labrador Sales|-52905.15
31/03/2018|001-0000000057|1210|Labrador Sales|52905.15
31/03/2018|001-0000000058|4110|Labrador Sales|-51051.35
31/03/2018|001-0000000058|1210|Labrador Sales|51051.35
31/03/2018|001-0000000059|4110|Labrador Sales|-51159.07
31/03/2018|001-0000000059|1210|Labrador Sales|51159.07
31/03/2018|001-0000000060|4110|Labrador Sales|-50355.04
31/03/2018|001-0000000060|1210|Labrador Sales|50355.04
31/03/2018|001-0000000061|4110|Labrador Sales|-50967.18
31/03/2018|001-0000000061|1210|Labrador Sales|50967.18
31/03/2018|001-0000000062|4110|Labrador Sales|-52997.22
31/03/2018|001-0000000062|1210|Labrador Sales|52997.22
31/03/2018|001-0000000063|4110|Labrador Sales|-50183.52
31/03/2018|001-0000000063|1210|Labrador Sales|50183.52
31/03/2018|001-0000000064|4110|Labrador Sales|-50653.4
31/03/2018|001-0000000064|1210|Labrador Sales|50653.4
31/03/2018|001-0000000065|4110|Labrador Sales|-49043.91
31/03/2018|001-0000000065|1210|Labrador Sales|49043.91
31/03/2018|003-0000000066|4120|Cat food sales|-44027.18
31/03/2018|003-0000000066|1230|Cat food sales|44027.18
31/03/2018|003-0000000067|4120|Cat food sales|-44027.18
31/03/2018|003-0000000067|1230|Cat food sales|44027.18
31/03/2018|003-0000000068|4120|Cat food sales|-44027.18
31/03/2018|003-0000000068|1230|Cat food sales|44027.18
30/04/2018|001-0000000069|4110|Labrador Sales|-50983.61
30/04/2018|001-0000000069|1210|Labrador Sales|50983.61
30/04/2018|001-0000000070|4110|Labrador Sales|-51461.48
30/04/2018|001-0000000070|1210|Labrador Sales|51461.48
30/04/2018|001-0000000071|4110|Labrador Sales|-52092.3
30/04/2018|001-0000000071|1210|Labrador Sales|52092.3
30/04/2018|001-0000000072|4110|Labrador Sales|-49515.31
30/04/2018|001-0000000072|1210|Labrador Sales|49515.31
30/04/2018|001-0000000073|4110|Labrador Sales|-52357.55
30/04/2018|001-0000000073|1210|Labrador Sales|52357.55
30/04/2018|001-0000000074|4110|Labrador Sales|-49336.2
30/04/2018|001-0000000074|1210|Labrador Sales|49336.2
30/04/2018|001-0000000075|4110|Labrador Sales|-48888.51
30/04/2018|001-0000000075|1210|Labrador Sales|48888.51
30/04/2018|001-0000000076|4110|Labrador Sales|-53822.76
30/04/2018|001-0000000076|1210|Labrador Sales|53822.76
30/04/2018|001-0000000077|4110|Labrador Sales|-52970.27
30/04/2018|001-0000000077|1210|Labrador Sales|52970.27
30/04/2018|001-0000000078|4110|Labrador Sales|-53586.68
30/04/2018|001-0000000078|1210|Labrador Sales|53586.68
30/04/2018|001-0000000079|4110|Labrador Sales|-50166.38
30/04/2018|001-0000000079|1210|Labrador Sales|50166.38
30/04/2018|001-0000000080|4110|Labrador Sales|-49982.73
30/04/2018|001-0000000080|1210|Labrador Sales|49982.73
30/04/2018|001-0000000081|4110|Labrador Sales|-53261.27
30/04/2018|001-0000000081|1210|Labrador Sales|53261.27
30/04/2018|001-0000000082|4110|Labrador Sales|-53214.1
30/04/2018|001-0000000082|1210|Labrador Sales|53214.1
30/04/2018|001-0000000083|4110|Labrador Sales|-52449.94
30/04/2018|001-0000000083|1210|Labrador Sales|52449.94
30/04/2018|001-0000000084|4110|Labrador Sales|-49173.31
30/04/2018|001-0000000084|1210|Labrador Sales|49173.31
30/04/2018|001-0000000085|4110|Labrador Sales|-51930.86
30/04/2018|001-0000000085|1210|Labrador Sales|51930.86
30/04/2018|001-0000000086|4110|Labrador Sales|-49177.12
30/04/2018|001-0000000086|1210|Labrador Sales|49177.12
30/04/2018|001-0000000087|4110|Labrador Sales|-50771.24
30/04/2018|001-0000000087|1210|Labrador Sales|50771.24
30/04/2018|001-0000000088|4110|Labrador Sales|-51323.75
30/04/2018|001-0000000088|1210|Labrador Sales|51323.75
30/04/2018|003-0000000089|4120|Cat food sales|-44378.26
30/04/2018|003-0000000089|1230|Cat food sales|44378.26
30/04/2018|003-0000000090|4120|Cat food sales|-44378.26
30/04/2018|003-0000000090|1230|Cat food sales|44378.26
30/04/2018|003-0000000091|4120|Cat food sales|-44378.26
30/04/2018|003-0000000091|1230|Cat food sales|44378.26
31/05/2018|001-0000000092|4110|Labrador Sales|-49642.35
31/05/2018|001-0000000092|1210|Labrador Sales|49642.35
31/05/2018|001-0000000093|4110|Labrador Sales|-50018.46
31/05/2018|001-0000000093|1210|Labrador Sales|50018.46
31/05/2018|001-0000000094|4110|Labrador Sales|-53801.01
31/05/2018|001-0000000094|1210|Labrador Sales|53801.01
31/05/2018|001-0000000095|4110|Labrador Sales|-53704.97
31/05/2018|001-0000000095|1210|Labrador Sales|53704.97
31/05/2018|001-0000000096|4110|Labrador Sales|-52027.95
31/05/2018|001-0000000096|1210|Labrador Sales|52027.95
31/05/2018|001-0000000097|4110|Labrador Sales|-51962.53
31/05/2018|001-0000000097|1210|Labrador Sales|51962.53
31/05/2018|001-0000000098|4110|Labrador Sales|-52344.44
31/05/2018|001-0000000098|1210|Labrador Sales|52344.44
31/05/2018|001-0000000099|4110|Labrador Sales|-51067.97
31/05/2018|001-0000000099|1210|Labrador Sales|51067.97
31/05/2018|001-0000000100|4110|Labrador Sales|-52028.06
31/05/2018|001-0000000100|1210|Labrador Sales|52028.06
31/05/2018|001-0000000101|4110|Labrador Sales|-50481.99
31/05/2018|001-0000000101|1210|Labrador Sales|50481.99
31/05/2018|001-0000000102|4110|Labrador Sales|-50832.37
31/05/2018|001-0000000102|1210|Labrador Sales|50832.37
31/05/2018|001-0000000103|4110|Labrador Sales|-52718.75
31/05/2018|001-0000000103|1210|Labrador Sales|52718.75
31/05/2018|001-0000000104|4110|Labrador Sales|-49854.46
31/05/2018|001-0000000104|1210|Labrador Sales|49854.46
31/05/2018|001-0000000105|4110|Labrador Sales|-51871.42
31/05/2018|001-0000000105|1210|Labrador Sales|51871.42
31/05/2018|001-0000000106|4110|Labrador Sales|-53689.75
31/05/2018|001-0000000106|1210|Labrador Sales|53689.75
31/05/2018|001-0000000107|4110|Labrador Sales|-52597.6
31/05/2018|001-0000000107|1210|Labrador Sales|52597.6
31/05/2018|001-0000000108|4110|Labrador Sales|-52737.29
31/05/2018|001-0000000108|1210|Labrador Sales|52737.29
31/05/2018|001-0000000109|4110|Labrador Sales|-50737.48
31/05/2018|001-0000000109|1210|Labrador Sales|50737.48
31/05/2018|001-0000000110|4110|Labrador Sales|-51491.24
31/05/2018|001-0000000110|1210|Labrador Sales|51491.24
31/05/2018|001-0000000111|4110|Labrador Sales|-53638.94
31/05/2018|001-0000000111|1210|Labrador Sales|53638.94
31/05/2018|003-0000000112|4120|Cat food sales|-44732.14
31/05/2018|003-0000000112|1230|Cat food sales|44732.14
31/05/2018|003-0000000113|4120|Cat food sales|-44732.14
31/05/2018|003-0000000113|1230|Cat food sales|44732.14
31/05/2018|003-0000000114|4120|Cat food sales|-44732.14
31/05/2018|003-0000000114|1230|Cat food sales|44732.14
31/05/2018|AH1|4110|Labrador Sales|200000
31/05/2018|AH1|1210|Labrador Sales|-200000
30/06/2018|001-0000000115|4110|Labrador Sales|-51618.89
30/06/2018|001-0000000115|1210|Labrador Sales|51618.89
30/06/2018|001-0000000116|4110|Labrador Sales|-50231
30/06/2018|001-0000000116|1210|Labrador Sales|50231
30/06/2018|001-0000000117|4110|Labrador Sales|-52445.16
30/06/2018|001-0000000117|1210|Labrador Sales|52445.16
30/06/2018|001-0000000118|4110|Labrador Sales|-52614.13
30/06/2018|001-0000000118|1210|Labrador Sales|52614.13
30/06/2018|001-0000000119|4110|Labrador Sales|-50395.41
30/06/2018|001-0000000119|1210|Labrador Sales|50395.41
30/06/2018|001-0000000120|4110|Labrador Sales|-52242.88
30/06/2018|001-0000000120|1210|Labrador Sales|52242.88
30/06/2018|001-0000000121|4110|Labrador Sales|-52440.91
30/06/2018|001-0000000121|1210|Labrador Sales|52440.91
30/06/2018|001-0000000122|4110|Labrador Sales|-52565.87
30/06/2018|001-0000000122|1210|Labrador Sales|52565.87
30/06/2018|001-0000000123|4110|Labrador Sales|-54496.32
30/06/2018|001-0000000123|1210|Labrador Sales|54496.32
30/06/2018|001-0000000124|4110|Labrador Sales|-50758.81
30/06/2018|001-0000000124|1210|Labrador Sales|50758.81
30/06/2018|001-0000000125|4110|Labrador Sales|-51366.21
30/06/2018|001-0000000125|1210|Labrador Sales|51366.21
30/06/2018|001-0000000126|4110|Labrador Sales|-51595.32
30/06/2018|001-0000000126|1210|Labrador Sales|51595.32
30/06/2018|001-0000000127|4110|Labrador Sales|-51186.24
30/06/2018|001-0000000127|1210|Labrador Sales|51186.24
30/06/2018|001-0000000128|4110|Labrador Sales|-52429.48
30/06/2018|001-0000000128|1210|Labrador Sales|52429.48
30/06/2018|001-0000000129|4110|Labrador Sales|-52182.28
30/06/2018|001-0000000129|1210|Labrador Sales|52182.28
30/06/2018|001-0000000130|4110|Labrador Sales|-51260.29
30/06/2018|001-0000000130|1210|Labrador Sales|51260.29
30/06/2018|001-0000000131|4110|Labrador Sales|-53002.15
30/06/2018|001-0000000131|1210|Labrador Sales|53002.15
30/06/2018|001-0000000132|4110|Labrador Sales|-53274.55
30/06/2018|001-0000000132|1210|Labrador Sales|53274.55
30/06/2018|001-0000000133|4110|Labrador Sales|-51636.67
30/06/2018|001-0000000133|1210|Labrador Sales|51636.67
30/06/2018|001-0000000134|4110|Labrador Sales|-53346.63
30/06/2018|001-0000000134|1210|Labrador Sales|53346.63
30/06/2018|003-0000000135|4120|Cat food sales|-45088.84
30/06/2018|003-0000000135|1230|Cat food sales|45088.84
30/06/2018|003-0000000136|4120|Cat food sales|-45088.84
30/06/2018|003-0000000136|1230|Cat food sales|45088.84
30/06/2018|003-0000000137|4120|Cat food sales|-45088.84
30/06/2018|003-0000000137|1230|Cat food sales|45088.84
31/07/2018|001-0000000138|4110|Labrador Sales|-52366.54
31/07/2018|001-0000000138|1210|Labrador Sales|52366.54
31/07/2018|001-0000000139|4110|Labrador Sales|-53364.54
31/07/2018|001-0000000139|1210|Labrador Sales|53364.54
31/07/2018|001-0000000140|4110|Labrador Sales|-54791.61
31/07/2018|001-0000000140|1210|Labrador Sales|54791.61
31/07/2018|001-0000000141|4110|Labrador Sales|-50861.87
31/07/2018|001-0000000141|1210|Labrador Sales|50861.87
31/07/2018|001-0000000142|4110|Labrador Sales|-54463.36
31/07/2018|001-0000000142|1210|Labrador Sales|54463.36
31/07/2018|001-0000000143|4110|Labrador Sales|-51160.57
31/07/2018|001-0000000143|1210|Labrador Sales|51160.57
31/07/2018|001-0000000144|4110|Labrador Sales|-52932.01
31/07/2018|001-0000000144|1210|Labrador Sales|52932.01
31/07/2018|001-0000000145|4110|Labrador Sales|-53053.42
31/07/2018|001-0000000145|1210|Labrador Sales|53053.42
31/07/2018|001-0000000146|4110|Labrador Sales|-51127.96
31/07/2018|001-0000000146|1210|Labrador Sales|51127.96
31/07/2018|001-0000000147|4110|Labrador Sales|-53492.59
31/07/2018|001-0000000147|1210|Labrador Sales|53492.59
31/07/2018|001-0000000148|4110|Labrador Sales|-53400.98
31/07/2018|001-0000000148|1210|Labrador Sales|53400.98
31/07/2018|001-0000000149|4110|Labrador Sales|-55337.22
31/07/2018|001-0000000149|1210|Labrador Sales|55337.22
31/07/2018|001-0000000150|4110|Labrador Sales|-52076.51
31/07/2018|001-0000000150|1210|Labrador Sales|52076.51
31/07/2018|001-0000000151|4110|Labrador Sales|-51480.56
31/07/2018|001-0000000151|1210|Labrador Sales|51480.56
31/07/2018|001-0000000152|4110|Labrador Sales|-55302.14
31/07/2018|001-0000000152|1210|Labrador Sales|55302.14
31/07/2018|001-0000000153|4110|Labrador Sales|-50948.11
31/07/2018|001-0000000153|1210|Labrador Sales|50948.11
31/07/2018|001-0000000154|4110|Labrador Sales|-54261.36
31/07/2018|001-0000000154|1210|Labrador Sales|54261.36
31/07/2018|001-0000000155|4110|Labrador Sales|-54866.57
31/07/2018|001-0000000155|1210|Labrador Sales|54866.57
31/07/2018|001-0000000156|4110|Labrador Sales|-53933.43
31/07/2018|001-0000000156|1210|Labrador Sales|53933.43
31/07/2018|001-0000000157|4110|Labrador Sales|-50843.75
31/07/2018|001-0000000157|1210|Labrador Sales|50843.75
31/07/2018|003-0000000158|4120|Cat food sales|-45448.38
31/07/2018|003-0000000158|1230|Cat food sales|45448.38
31/07/2018|003-0000000159|4120|Cat food sales|-45448.38
31/07/2018|003-0000000159|1230|Cat food sales|45448.38
31/07/2018|003-0000000160|4120|Cat food sales|-45448.38
31/07/2018|003-0000000160|1230|Cat food sales|45448.38
31/08/2018|001-0000000161|4110|Labrador Sales|-53234.51
31/08/2018|001-0000000161|1210|Labrador Sales|53234.51
31/08/2018|001-0000000162|4110|Labrador Sales|-52413.47
31/08/2018|001-0000000162|1210|Labrador Sales|52413.47
31/08/2018|001-0000000163|4110|Labrador Sales|-51511.6
31/08/2018|001-0000000163|1210|Labrador Sales|51511.6
31/08/2018|001-0000000164|4110|Labrador Sales|-54620.35
31/08/2018|001-0000000164|1210|Labrador Sales|54620.35
31/08/2018|001-0000000165|4110|Labrador Sales|-53258.07
31/08/2018|001-0000000165|1210|Labrador Sales|53258.07
31/08/2018|001-0000000166|4110|Labrador Sales|-51247.19
31/08/2018|001-0000000166|1210|Labrador Sales|51247.19
31/08/2018|001-0000000167|4110|Labrador Sales|-54324.15
31/08/2018|001-0000000167|1210|Labrador Sales|54324.15
31/08/2018|001-0000000168|4110|Labrador Sales|-52159.64
31/08/2018|001-0000000168|1210|Labrador Sales|52159.64
31/08/2018|001-0000000169|4110|Labrador Sales|-55861.56
31/08/2018|001-0000000169|1210|Labrador Sales|55861.56
31/08/2018|001-0000000170|4110|Labrador Sales|-54042.27
31/08/2018|001-0000000170|1210|Labrador Sales|54042.27
31/08/2018|001-0000000171|4110|Labrador Sales|-52341.57
31/08/2018|001-0000000171|1210|Labrador Sales|52341.57
31/08/2018|001-0000000172|4110|Labrador Sales|-54466.16
31/08/2018|001-0000000172|1210|Labrador Sales|54466.16
31/08/2018|001-0000000173|4110|Labrador Sales|-54085.81
31/08/2018|001-0000000173|1210|Labrador Sales|54085.81
31/08/2018|001-0000000174|4110|Labrador Sales|-51180.96
31/08/2018|001-0000000174|1210|Labrador Sales|51180.96
31/08/2018|001-0000000175|4110|Labrador Sales|-52761.87
31/08/2018|001-0000000175|1210|Labrador Sales|52761.87
31/08/2018|001-0000000176|4110|Labrador Sales|-51752.32
31/08/2018|001-0000000176|1210|Labrador Sales|51752.32
31/08/2018|001-0000000177|4110|Labrador Sales|-51556.49
31/08/2018|001-0000000177|1210|Labrador Sales|51556.49
31/08/2018|001-0000000178|4110|Labrador Sales|-55033.88
31/08/2018|001-0000000178|1210|Labrador Sales|55033.88
31/08/2018|001-0000000179|4110|Labrador Sales|-53850.48
31/08/2018|001-0000000179|1210|Labrador Sales|53850.48
31/08/2018|001-0000000180|4110|Labrador Sales|-54346.94
31/08/2018|001-0000000180|1210|Labrador Sales|54346.94
31/08/2018|003-0000000181|4120|Cat food sales|-45810.8
31/08/2018|003-0000000181|1230|Cat food sales|45810.8
31/08/2018|003-0000000182|4120|Cat food sales|-45810.8
31/08/2018|003-0000000182|1230|Cat food sales|45810.8
31/08/2018|003-0000000183|4120|Cat food sales|-45810.8
31/08/2018|003-0000000183|1230|Cat food sales|45810.8
30/09/2018|001-0000000184|4110|Labrador Sales|-52704.99
30/09/2018|001-0000000184|1210|Labrador Sales|52704.99
30/09/2018|001-0000000185|4110|Labrador Sales|-53507.04
30/09/2018|001-0000000185|1210|Labrador Sales|53507.04
30/09/2018|001-0000000186|4110|Labrador Sales|-53789.74
30/09/2018|001-0000000186|1210|Labrador Sales|53789.74
30/09/2018|001-0000000187|4110|Labrador Sales|-51363.43
30/09/2018|001-0000000187|1210|Labrador Sales|51363.43
30/09/2018|001-0000000188|4110|Labrador Sales|-56166.32
30/09/2018|001-0000000188|1210|Labrador Sales|56166.32
30/09/2018|001-0000000189|4110|Labrador Sales|-54538.04
30/09/2018|001-0000000189|1210|Labrador Sales|54538.04
30/09/2018|001-0000000190|4110|Labrador Sales|-56101.16
30/09/2018|001-0000000190|1210|Labrador Sales|56101.16
30/09/2018|001-0000000191|4110|Labrador Sales|-52303.95
30/09/2018|001-0000000191|1210|Labrador Sales|52303.95
30/09/2018|001-0000000192|4110|Labrador Sales|-53482
30/09/2018|001-0000000192|1210|Labrador Sales|53482
30/09/2018|001-0000000193|4110|Labrador Sales|-51435.74
30/09/2018|001-0000000193|1210|Labrador Sales|51435.74
30/09/2018|001-0000000194|4110|Labrador Sales|-52744.76
30/09/2018|001-0000000194|1210|Labrador Sales|52744.76
30/09/2018|001-0000000195|4110|Labrador Sales|-56595.54
30/09/2018|001-0000000195|1210|Labrador Sales|56595.54
30/09/2018|001-0000000196|4110|Labrador Sales|-56042.63
30/09/2018|001-0000000196|1210|Labrador Sales|56042.63
30/09/2018|001-0000000197|4110|Labrador Sales|-55130.9
30/09/2018|001-0000000197|1210|Labrador Sales|55130.9
30/09/2018|001-0000000198|4110|Labrador Sales|-52869.93
30/09/2018|001-0000000198|1210|Labrador Sales|52869.93
30/09/2018|001-0000000199|4110|Labrador Sales|-54246.53
30/09/2018|001-0000000199|1210|Labrador Sales|54246.53
30/09/2018|001-0000000200|4110|Labrador Sales|-51486.77
30/09/2018|001-0000000200|1210|Labrador Sales|51486.77
30/09/2018|001-0000000201|4110|Labrador Sales|-55823.17
30/09/2018|001-0000000201|1210|Labrador Sales|55823.17
30/09/2018|001-0000000202|4110|Labrador Sales|-53851.25
30/09/2018|001-0000000202|1210|Labrador Sales|53851.25
30/09/2018|001-0000000203|4110|Labrador Sales|-52560.36
30/09/2018|001-0000000203|1210|Labrador Sales|52560.36
30/09/2018|003-0000000204|4120|Cat food sales|-46176.1
30/09/2018|003-0000000204|1230|Cat food sales|46176.1
30/09/2018|003-0000000205|4120|Cat food sales|-46176.1
30/09/2018|003-0000000205|1230|Cat food sales|46176.1
30/09/2018|003-0000000206|4120|Cat food sales|-46176.1
30/09/2018|003-0000000206|1230|Cat food sales|46176.1
31/10/2018|001-0000000207|4110|Labrador Sales|-56690.94
31/10/2018|001-0000000207|1210|Labrador Sales|56690.94
31/10/2018|001-0000000208|4110|Labrador Sales|-55416.29
31/10/2018|001-0000000208|1210|Labrador Sales|55416.29
31/10/2018|001-0000000209|4110|Labrador Sales|-54689.47
31/10/2018|001-0000000209|1210|Labrador Sales|54689.47
31/10/2018|001-0000000210|4110|Labrador Sales|-54020.93
31/10/2018|001-0000000210|1210|Labrador Sales|54020.93
31/10/2018|001-0000000211|4110|Labrador Sales|-51802.77
31/10/2018|001-0000000211|1210|Labrador Sales|51802.77
31/10/2018|001-0000000212|4110|Labrador Sales|-54437
31/10/2018|001-0000000212|1210|Labrador Sales|54437
31/10/2018|001-0000000213|4110|Labrador Sales|-52228.23
31/10/2018|001-0000000213|1210|Labrador Sales|52228.23
31/10/2018|001-0000000214|4110|Labrador Sales|-55885.73
31/10/2018|001-0000000214|1210|Labrador Sales|55885.73
31/10/2018|001-0000000215|4110|Labrador Sales|-56541.91
31/10/2018|001-0000000215|1210|Labrador Sales|56541.91
31/10/2018|001-0000000216|4110|Labrador Sales|-52974.05
31/10/2018|001-0000000216|1210|Labrador Sales|52974.05
31/10/2018|001-0000000217|4110|Labrador Sales|-54263.72
31/10/2018|001-0000000217|1210|Labrador Sales|54263.72
31/10/2018|001-0000000218|4110|Labrador Sales|-55658.3
31/10/2018|001-0000000218|1210|Labrador Sales|55658.3
31/10/2018|001-0000000219|4110|Labrador Sales|-56763.61
31/10/2018|001-0000000219|1210|Labrador Sales|56763.61
31/10/2018|001-0000000220|4110|Labrador Sales|-52091.48
31/10/2018|001-0000000220|1210|Labrador Sales|52091.48
31/10/2018|001-0000000221|4110|Labrador Sales|-56154.3
31/10/2018|001-0000000221|1210|Labrador Sales|56154.3
31/10/2018|001-0000000222|4110|Labrador Sales|-54699.75
31/10/2018|001-0000000222|1210|Labrador Sales|54699.75
31/10/2018|001-0000000223|4110|Labrador Sales|-54600.32
31/10/2018|001-0000000223|1210|Labrador Sales|54600.32
31/10/2018|001-0000000224|4110|Labrador Sales|-52312.02
31/10/2018|001-0000000224|1210|Labrador Sales|52312.02
31/10/2018|001-0000000225|4110|Labrador Sales|-53523.02
31/10/2018|001-0000000225|1210|Labrador Sales|53523.02
31/10/2018|001-0000000226|4110|Labrador Sales|-56316.52
31/10/2018|001-0000000226|1210|Labrador Sales|56316.52
31/10/2018|003-0000000227|4120|Cat food sales|-46544.31
31/10/2018|003-0000000227|1230|Cat food sales|46544.31
31/10/2018|003-0000000228|4120|Cat food sales|-46544.31
