EndOfMonth|Account Code|Amount
30/04/2018|1130|24546145
30/04/2018|1210|25478440.91
30/04/2018|1220|5633158
30/04/2018|1230|65271767.95
30/04/2018|1310|54363775
30/04/2018|1320|3124301
30/04/2018|1330|2356633
30/04/2018|1410|500000392
30/04/2018|1420|124521667
30/04/2018|1430|14526528
30/04/2018|1440|23523592
30/04/2018|1510|70000605
30/04/2018|2110|-1244476
30/04/2018|2120|-1451943
30/04/2018|2210|-14123860
30/04/2018|2220|-851763
30/04/2018|2310|-149999314
30/04/2018|2320|-49999672
30/04/2018|3110|-399999661
30/04/2018|3120|-491253746
30/04/2018|4110|-4053031.91
30/04/2018|4120|-526252.95
31/05/2018|1110|124542319
31/05/2018|1120|75614396
31/05/2018|1130|24546145
31/05/2018|1210|26315689.94
31/05/2018|1220|5633158
31/05/2018|1230|65405964.37
31/05/2018|1310|54363775
31/05/2018|1320|3124301
31/05/2018|1330|2356633
31/05/2018|1410|500000392
31/05/2018|1420|124521667
31/05/2018|1430|14526528
31/05/2018|1440|23523592
31/05/2018|1510|70000605
31/05/2018|2110|-1244476
31/05/2018|2120|-1451943
31/05/2018|2210|-14123860
31/05/2018|2220|-851763
31/05/2018|2310|-149999314
31/05/2018|2320|-49999672
31/05/2018|3110|-399999661
31/05/2018|3120|-491253746
31/05/2018|4110|-4890280.94
31/05/2018|4120|-660449.37
30/06/2018|1110|124542319
30/06/2018|1120|75614396
30/06/2018|1130|24546145
30/06/2018|1210|27356779.14
30/06/2018|1220|5633158
30/06/2018|1230|65541230.89
30/06/2018|1310|54363775
30/06/2018|1320|3124301
30/06/2018|1330|2356633
30/06/2018|1410|500000392
30/06/2018|1420|124521667
30/06/2018|1430|14526528
30/06/2018|1440|23523592
30/06/2018|1510|70000605
30/06/2018|2110|-1244476
30/06/2018|2120|-1451943
30/06/2018|2210|-14123860
30/06/2018|2220|-851763
30/06/2018|2310|-149999314
30/06/2018|2320|-49999672
30/06/2018|3110|-399999661
30/06/2018|3120|-491253746
30/06/2018|4110|-5931370.14
30/06/2018|4120|-795715.89
31/07/2018|1110|124542319
31/07/2018|1120|75614396
31/07/2018|1130|24546145
31/07/2018|1210|28416844.24
31/07/2018|1220|5633158
31/07/2018|1230|65677576.03
31/07/2018|1310|54363775
31/07/2018|1320|3124301
31/07/2018|1330|2356633
31/07/2018|1410|500000392
31/07/2018|1420|124521667
31/07/2018|1430|14526528
31/07/2018|1440|23523592
31/07/2018|1510|70000605
31/07/2018|2110|-1244476
31/07/2018|2120|-1451943
31/07/2018|2210|-14123860
31/07/2018|2220|-851763
31/07/2018|2310|-149999314
31/07/2018|2320|-49999672
31/07/2018|3110|-399999661
31/07/2018|3120|-491253746
31/07/2018|4110|-6991435.24
31/07/2018|4120|-932061.03
31/08/2018|1110|124542319
31/08/2018|1120|75614396
31/08/2018|1130|24546145
31/08/2018|1210|29480893.53
31/08/2018|1220|5633158
31/08/2018|1230|65815008.43
31/08/2018|1310|54363775
31/08/2018|1320|3124301
31/08/2018|1330|2356633
31/08/2018|1410|500000392
31/08/2018|1420|124521667
31/08/2018|1430|14526528
31/08/2018|1440|23523592
31/08/2018|1510|70000605
31/08/2018|2110|-1244476
31/08/2018|2120|-1451943
31/08/2018|2210|-14123860
31/08/2018|2220|-851763
31/08/2018|2310|-149999314
31/08/2018|2320|-49999672
31/08/2018|3110|-399999661
31/08/2018|3120|-491253746
31/08/2018|4110|-8055484.53
31/08/2018|4120|-1069493.43
30/09/2018|1110|124542319
30/09/2018|1120|75614396
30/09/2018|1130|24546145
30/09/2018|1210|30557637.78
30/09/2018|1220|5633158
30/09/2018|1230|65953536.73
30/09/2018|1310|54363775
30/09/2018|1320|3124301
30/09/2018|1330|2356633
30/09/2018|1410|500000392
30/09/2018|1420|124521667
30/09/2018|1430|14526528
30/09/2018|1440|23523592
30/09/2018|1510|70000605
30/09/2018|2110|-1244476
30/09/2018|2120|-1451943
30/09/2018|2210|-14123860
30/09/2018|2220|-851763
30/09/2018|2310|-149999314
30/09/2018|2320|-49999672
30/09/2018|3110|-399999661
30/09/2018|3120|-491253746
30/09/2018|4110|-9132228.78
30/09/2018|4120|-1208021.73
31/10/2018|1110|124542319
31/10/2018|1120|75614396
31/10/2018|1130|24546145
31/10/2018|1210|31648708.14
31/10/2018|1220|5633158
31/10/2018|1230|66093169.66
31/10/2018|1310|54363775
31/10/2018|1320|3124301
31/10/2018|1330|2356633
31/10/2018|1410|500000392
31/10/2018|1420|124521667
31/10/2018|1430|14526528
31/10/2018|1440|23523592
31/10/2018|1510|70000605
31/10/2018|2110|-1244476
31/10/2018|2120|-1451943
31/10/2018|2210|-14123860
31/10/2018|2220|-851763
31/10/2018|2310|-149999314
31/10/2018|2320|-49999672
31/10/2018|3110|-399999661
31/10/2018|3120|-491253746
31/10/2018|4110|-10223299.14
31/10/2018|4120|-1347654.66
30/11/2018|1110|124542319
30/11/2018|1120|75614396
30/11/2018|1130|24546145
30/11/2018|1210|32750696.59
30/11/2018|1220|5633158
30/11/2018|1230|66233916.04
30/11/2018|1310|54363775
30/11/2018|1320|3124301
30/11/2018|1330|2356633
30/11/2018|1410|500000392
30/11/2018|1420|124521667
30/11/2018|1430|14526528
30/11/2018|1440|23523592
30/11/2018|1510|70000605
30/11/2018|2110|-1244476
30/11/2018|2120|-1451943
30/11/2018|2210|-14123860
30/11/2018|2220|-851763
30/11/2018|2310|-149999314
30/11/2018|2320|-49999672
30/11/2018|3110|-399999661
30/11/2018|3120|-491253746
30/11/2018|4110|-11325287.59
30/11/2018|4120|-1488401.04
31/12/2018|1110|124542319
31/12/2018|1120|75614396
31/12/2018|1130|24546145
31/12/2018|1210|33871184.78
31/12/2018|1220|5633158
31/12/2018|1230|66375784.75
31/12/2018|1310|54363775
31/12/2018|1320|3124301
31/12/2018|1330|2356633
31/12/2018|1410|500000392
31/12/2018|1420|124521667
31/12/2018|1430|14526528
31/12/2018|1440|23523592
31/12/2018|1510|70000605
31/12/2018|2110|-1244476
31/12/2018|2120|-1451943
31/12/2018|2210|-14123860
31/12/2018|2220|-851763
31/12/2018|2310|-149999314
31/12/2018|2320|-49999672
31/12/2018|3110|-399999661
31/12/2018|3120|-491253746
31/12/2018|4110|-12445775.78
31/12/2018|4120|-1630269.75
31/01/2019|1110|124542319
31/01/2019|1120|75614396
31/01/2019|1130|24546145
31/01/2019|1210|34989068.33
31/01/2019|1220|5633158
31/01/2019|1230|66518784.76
31/01/2019|1310|54363775
31/01/2019|1320|3124301
31/01/2019|1330|2356633
31/01/2019|1410|500000392
31/01/2019|1420|124521667
31/01/2019|1430|14526528
31/01/2019|1440|23523592
31/01/2019|1510|70000605
31/01/2019|2110|-1244476
31/01/2019|2120|-1451943
31/01/2019|2210|-14123860
31/01/2019|2220|-851763
31/01/2019|2310|-149999314
31/01/2019|2320|-49999672
31/01/2019|3110|-399999661
31/01/2019|3120|-505329791.53
31/01/2019|4110|-1117883.55
31/01/2019|4120|-143000.01
28/02/2019|1110|124542319
28/02/2019|1120|75614396
28/02/2019|1130|24546145
28/02/2019|1210|36104297.45
28/02/2019|1220|5633158
28/02/2019|1230|66662925.07
28/02/2019|1310|54363775
28/02/2019|1320|3124301
28/02/2019|1330|2356633
28/02/2019|1410|500000392
28/02/2019|1420|124521667
28/02/2019|1430|14526528
28/02/2019|1440|23523592
28/02/2019|1510|70000605
28/02/2019|2110|-1244476
28/02/2019|2120|-1451943
28/02/2019|2210|-14123860
28/02/2019|2220|-851763
28/02/2019|2310|-149999314
28/02/2019|2320|-49999672
28/02/2019|3110|-399999661
28/02/2019|3120|-505329791.53
28/02/2019|4110|-2233112.67
28/02/2019|4120|-287140.32
31/03/2019|1110|124542319
31/03/2019|1120|75614396
31/03/2019|1130|24546145
31/03/2019|1210|37237709.68
31/03/2019|1220|5633158
31/03/2019|1230|66808214.77
31/03/2019|1310|54363775
31/03/2019|1320|3124301
31/03/2019|1330|2356633
31/03/2019|1410|500000392
31/03/2019|1420|124521667
31/03/2019|1430|14526528
31/03/2019|1440|23523592
31/03/2019|1510|70000605
31/03/2019|2110|-1244476
31/03/2019|2120|-1451943
31/03/2019|2210|-14123860
31/03/2019|2220|-851763
31/03/2019|2310|-149999314
31/03/2019|2320|-49999672
31/03/2019|3110|-399999661
31/03/2019|3120|-505329791.53
31/03/2019|4110|-3366524.9
31/03/2019|4120|-432430.02
30/04/2019|1110|124542319
30/04/2019|1120|75614396
30/04/2019|1130|24546145
30/04/2019|1210|38387127.68
30/04/2019|1220|5633158
30/04/2019|1230|66954663.04
30/04/2019|1310|54363775
30/04/2019|1320|3124301
30/04/2019|1330|2356633
30/04/2019|1410|500000392
30/04/2019|1420|124521667
30/04/2019|1430|14526528
30/04/2019|1440|23523592
30/04/2019|1510|70000605
30/04/2019|2110|-1244476
30/04/2019|2120|-1451943
30/04/2019|2210|-14123860
30/04/2019|2220|-851763
30/04/2019|2310|-149999314
30/04/2019|2320|-49999672
30/04/2019|3110|-399999661
30/04/2019|3120|-505329791.53
30/04/2019|4110|-4515942.9
30/04/2019|4120|-578878.29
31/05/2019|1110|124542319
31/05/2019|1120|75614396
31/05/2019|1130|24546145
31/05/2019|1210|39547963.76
31/05/2019|1220|5633158
31/05/2019|1230|67102279.09
31/05/2019|1310|54363775
31/05/2019|1320|3124301
31/05/2019|1330|2356633
31/05/2019|1410|500000392
31/05/2019|1420|124521667
31/05/2019|1430|14526528
31/05/2019|1440|23523592
31/05/2019|1510|70000605
31/05/2019|2110|-1244476
31/05/2019|2120|-1451943
31/05/2019|2210|-14123860
31/05/2019|2220|-851763
31/05/2019|2310|-149999314
31/05/2019|2320|-49999672
31/05/2019|3110|-399999661
31/05/2019|3120|-505329791.53
31/05/2019|4110|-5676778.98
31/05/2019|4120|-726494.34
30/06/2019|1110|124542319
30/06/2019|1120|75614396
30/06/2019|1130|24546145
30/06/2019|1210|40720829.32
30/06/2019|1220|5633158
30/06/2019|1230|67251072.25
30/06/2019|1310|54363775
30/06/2019|1320|3124301
30/06/2019|1330|2356633
30/06/2019|1410|500000392
30/06/2019|1420|124521667
30/06/2019|1430|14526528
30/06/2019|1440|23523592
30/06/2019|1510|70000605
30/06/2019|2110|-1244476
30/06/2019|2120|-1451943
30/06/2019|2210|-14123860
30/06/2019|2220|-851763
30/06/2019|2310|-149999314
30/06/2019|2320|-49999672
30/06/2019|3110|-399999661
30/06/2019|3120|-505329791.53
30/06/2019|4110|-6849644.54
30/06/2019|4120|-875287.5
31/07/2019|1110|124542319
31/07/2019|1120|75614396
31/07/2019|1130|24546145
31/07/2019|1210|41905652.31
31/07/2019|1220|5633158
31/07/2019|1230|67401051.91
31/07/2019|1310|54363775
31/07/2019|1320|3124301
31/07/2019|1330|2356633
31/07/2019|1410|500000392
31/07/2019|1420|124521667
31/07/2019|1430|14526528
31/07/2019|1440|23523592
31/07/2019|1510|70000605
31/07/2019|2110|-1244476
31/07/2019|2120|-1451943
31/07/2019|2210|-14123860
31/07/2019|2220|-851763
31/07/2019|2310|-149999314
31/07/2019|2320|-49999672
31/07/2019|3110|-399999661
31/07/2019|3120|-505329791.53
31/07/2019|4110|-8034467.53
31/07/2019|4120|-1025267.16
31/08/2019|1110|124542319
31/08/2019|1120|75614396
31/08/2019|1130|24546145
31/08/2019|1210|43104344.69
31/08/2019|1220|5633158
31/08/2019|1230|67552227.52
31/08/2019|1310|54363775
31/08/2019|1320|3124301
31/08/2019|1330|2356633
31/08/2019|1410|500000392
31/08/2019|1420|124521667
31/08/2019|1430|14526528
31/08/2019|1440|23523592
31/08/2019|1510|70000605
31/08/2019|2110|-1244476
31/08/2019|2120|-1451943
31/08/2019|2210|-14123860
31/08/2019|2220|-851763
31/08/2019|2310|-149999314
31/08/2019|2320|-49999672
31/08/2019|3110|-399999661
31/08/2019|3120|-505329791.53
31/08/2019|4110|-9233159.91
31/08/2019|4120|-1176442.77
30/09/2019|1110|124542319
30/09/2019|1120|75614396
30/09/2019|1130|24546145
30/09/2019|1210|44330673.02
30/09/2019|1220|5633158
30/09/2019|1230|67704608.65
30/09/2019|1310|54363775
30/09/2019|1320|3124301
30/09/2019|1330|2356633
30/09/2019|1410|500000392
30/09/2019|1420|124521667
30/09/2019|1430|14526528
30/09/2019|1440|23523592
30/09/2019|1510|70000605
30/09/2019|2110|-1244476
30/09/2019|2120|-1451943
30/09/2019|2210|-14123860
30/09/2019|2220|-851763
30/09/2019|2310|-149999314
30/09/2019|2320|-49999672
30/09/2019|3110|-399999661
30/09/2019|3120|-505329791.53
30/09/2019|4110|-10459488.24
30/09/2019|4120|-1328823.9
31/10/2019|1110|124542319
31/10/2019|1120|75614396
31/10/2019|1130|24546145
31/10/2019|1210|45557895.42
31/10/2019|1220|5633158
31/10/2019|1230|67858204.87
31/10/2019|1310|54363775
31/10/2019|1320|3124301
31/10/2019|1330|2356633
31/10/2019|1410|500000392
31/10/2019|1420|124521667
31/10/2019|1430|14526528
31/10/2019|1440|23523592
31/10/2019|1510|70000605
31/10/2019|2110|-1244476
31/10/2019|2120|-1451943
31/10/2019|2210|-14123860
31/10/2019|2220|-851763
31/10/2019|2310|-149999314
31/10/2019|2320|-49999672
31/10/2019|3110|-399999661
31/10/2019|3120|-505329791.53
31/10/2019|4110|-11686710.64
31/10/2019|4120|-1482420.12
30/11/2019|1110|124542319
30/11/2019|1120|75614396
30/11/2019|1130|24546145
30/11/2019|1210|46795937.99
30/11/2019|1220|5633158
30/11/2019|1230|68013025.9
30/11/2019|1310|54363775
30/11/2019|1320|3124301
30/11/2019|1330|2356633
30/11/2019|1410|500000392
30/11/2019|1420|124521667
30/11/2019|1430|14526528
30/11/2019|1440|23523592
30/11/2019|1510|70000605
30/11/2019|2110|-1244476
30/11/2019|2120|-1451943
30/11/2019|2210|-14123860
30/11/2019|2220|-851763
30/11/2019|2310|-149999314
30/11/2019|2320|-49999672
30/11/2019|3110|-399999661
30/11/2019|3120|-505329791.53
30/11/2019|4110|-12924753.21
30/11/2019|4120|-1637241.15
31/12/2019|1110|124542319
31/12/2019|1120|75614396
31/12/2019|1130|24546145
31/12/2019|1210|48048224.93
31/12/2019|1220|5633158
31/12/2019|1230|68169081.49
31/12/2019|1310|54363775
31/12/2019|1320|3124301
31/12/2019|1330|2356633
31/12/2019|1410|500000392
31/12/2019|1420|124521667
31/12/2019|1430|14526528
31/12/2019|1440|23523592
31/12/2019|1510|70000605
31/12/2019|2110|-1244476
31/12/2019|2120|-1451943
31/12/2019|2210|-14123860
31/12/2019|2220|-851763
31/12/2019|2310|-149999314
31/12/2019|2320|-49999672
31/12/2019|3110|-399999661
31/12/2019|3120|-505329791.53
31/12/2019|4110|-14177040.15
31/12/2019|4120|-1793296.74
31/01/2020|1110|124542319
31/01/2020|1120|75614396
31/01/2020|1130|24546145
31/01/2020|1210|49300081.56
31/01/2020|1220|5633158
31/01/2020|1230|68326381.48
31/01/2020|1310|54363775
31/01/2020|1320|3124301
31/01/2020|1330|2356633
31/01/2020|1410|500000392
31/01/2020|1420|124521667
31/01/2020|1430|14526528
31/01/2020|1440|23523592
31/01/2020|1510|70000605
31/01/2020|2110|-1244476
31/01/2020|2120|-1451943
31/01/2020|2210|-14123860
31/01/2020|2220|-851763
31/01/2020|2310|-149999314
31/01/2020|2320|-49999672
31/01/2020|3110|-399999661
31/01/2020|3120|-521300128.42
31/01/2020|4110|-1251856.63
31/01/2020|4120|-157299.99
29/02/2020|1110|124542319
29/02/2020|1120|75614396
29/02/2020|1130|24546145
29/02/2020|1210|50561348.57
29/02/2020|1220|5633158
29/02/2020|1230|68484935.8
29/02/2020|1310|54363775
29/02/2020|1320|3124301
29/02/2020|1330|2356633
29/02/2020|1410|500000392
29/02/2020|1420|124521667
29/02/2020|1430|14526528
29/02/2020|1440|23523592
29/02/2020|1510|70000605
29/02/2020|2110|-1244476
29/02/2020|2120|-1451943
29/02/2020|2210|-14123860
29/02/2020|2220|-851763
29/02/2020|2310|-149999314
29/02/2020|2320|-49999672
29/02/2020|3110|-399999661
29/02/2020|3120|-521300128.42
29/02/2020|4110|-2513123.64
29/02/2020|4120|-315854.31
31/03/2020|1110|124542319
31/03/2020|1120|75614396
31/03/2020|1130|24546145
31/03/2020|1210|51845133.37
31/03/2020|1220|5633158
31/03/2020|1230|68644754.47
31/03/2020|1310|54363775
31/03/2020|1320|3124301
31/03/2020|1330|2356633
31/03/2020|1410|500000392
31/03/2020|1420|124521667
31/03/2020|1430|14526528
31/03/2020|1440|23523592
31/03/2020|1510|70000605
31/03/2020|2110|-1244476
31/03/2020|2120|-1451943
31/03/2020|2210|-14123860
31/03/2020|2220|-851763
31/03/2020|2310|-149999314
31/03/2020|2320|-49999672
31/03/2020|3110|-399999661
31/03/2020|3120|-521300128.42
31/03/2020|4110|-3796908.44
31/03/2020|4120|-475672.98
30/04/2020|1110|124542319
30/04/2020|1120|75614396
30/04/2020|1130|24546145
30/04/2020|1210|53132073.47
30/04/2020|1220|5633158
30/04/2020|1230|68805847.54
30/04/2020|1310|54363775
30/04/2020|1320|3124301
30/04/2020|1330|2356633
30/04/2020|1410|500000392
30/04/2020|1420|124521667
30/04/2020|1430|14526528
30/04/2020|1440|23523592
30/04/2020|1510|70000605
30/04/2020|2110|-1244476
30/04/2020|2120|-1451943
30/04/2020|2210|-14123860
30/04/2020|2220|-851763
30/04/2020|2310|-149999314
30/04/2020|2320|-49999672
30/04/2020|3110|-399999661
30/04/2020|3120|-521300128.42
30/04/2020|4110|-5083848.54
30/04/2020|4120|-636766.05
31/05/2020|1110|124542319
31/05/2020|1120|75614396
31/05/2020|1130|24546145
31/05/2020|1210|54431325.68
31/05/2020|1220|5633158
31/05/2020|1230|68968225.21
31/05/2020|1310|54363775
31/05/2020|1320|3124301
31/05/2020|1330|2356633
31/05/2020|1410|500000392
31/05/2020|1420|124521667
31/05/2020|1430|14526528
31/05/2020|1440|23523592
31/05/2020|1510|70000605
31/05/2020|2110|-1244476
31/05/2020|2120|-1451943
31/05/2020|2210|-14123860
31/05/2020|2220|-851763
31/05/2020|2310|-149999314
31/05/2020|2320|-49999672
31/05/2020|3110|-399999661
31/05/2020|3120|-521300128.42
31/05/2020|4110|-6383100.75
31/05/2020|4120|-799143.72
30/06/2020|1110|124542319
30/06/2020|1120|75614396
30/06/2020|1130|24546145
30/06/2020|1210|55752843.05
30/06/2020|1220|5633158
30/06/2020|1230|69131897.68
30/06/2020|1310|54363775
30/06/2020|1320|3124301
30/06/2020|1330|2356633
30/06/2020|1410|500000392
30/06/2020|1420|124521667
30/06/2020|1430|14526528
30/06/2020|1440|23523592
30/06/2020|1510|70000605
30/06/2020|2110|-1244476
30/06/2020|2120|-1451943
30/06/2020|2210|-14123860
30/06/2020|2220|-851763
30/06/2020|2310|-149999314
30/06/2020|2320|-49999672
30/06/2020|3110|-399999661
30/06/2020|3120|-521300128.42
30/06/2020|4110|-7704618.12
30/06/2020|4120|-962816.19
31/07/2020|1110|124542319
31/07/2020|1120|75614396
31/07/2020|1130|24546145
31/07/2020|1210|57078551.94
31/07/2020|1220|5633158
31/07/2020|1230|69296875.3
31/07/2020|1310|54363775
31/07/2020|1320|3124301
31/07/2020|1330|2356633
31/07/2020|1410|500000392
31/07/2020|1420|124521667
31/07/2020|1430|14526528
31/07/2020|1440|23523592
31/07/2020|1510|70000605
31/07/2020|2110|-1244476
31/07/2020|2120|-1451943
31/07/2020|2210|-14123860
31/07/2020|2220|-851763
31/07/2020|2310|-149999314
31/07/2020|2320|-49999672
31/07/2020|3110|-399999661
31/07/2020|3120|-521300128.42
31/07/2020|4110|-9030327.01
31/07/2020|4120|-1127793.81
31/08/2020|1110|124542319
31/08/2020|1120|75614396
31/08/2020|1130|24546145
31/08/2020|1210|58424989.8
31/08/2020|1220|5633158
31/08/2020|1230|69463168.48
31/08/2020|1310|54363775
31/08/2020|1320|3124301
31/08/2020|1330|2356633
31/08/2020|1410|500000392
31/08/2020|1420|124521667
31/08/2020|1430|14526528
31/08/2020|1440|23523592
31/08/2020|1510|70000605
31/08/2020|2110|-1244476
31/08/2020|2120|-1451943
31/08/2020|2210|-14123860
31/08/2020|2220|-851763
31/08/2020|2310|-149999314
31/08/2020|2320|-49999672
31/08/2020|3110|-399999661
31/08/2020|3120|-521300128.42
31/08/2020|4110|-10376764.87
31/08/2020|4120|-1294086.99
30/09/2020|1110|124542319
30/09/2020|1120|75614396
30/09/2020|1130|24546145
30/09/2020|1210|59803421.44
30/09/2020|1220|5633158
30/09/2020|1230|69630787.72
30/09/2020|1310|54363775
30/09/2020|1320|3124301
30/09/2020|1330|2356633
30/09/2020|1410|500000392
30/09/2020|1420|124521667
30/09/2020|1430|14526528
30/09/2020|1440|23523592
30/09/2020|1510|70000605
30/09/2020|2110|-1244476
30/09/2020|2120|-1451943
30/09/2020|2210|-14123860
30/09/2020|2220|-851763
30/09/2020|2310|-149999314
30/09/2020|2320|-49999672
30/09/2020|3110|-399999661
30/09/2020|3120|-521300128.42
30/09/2020|4110|-11755196.51
30/09/2020|4120|-1461706.23
31/10/2020|1110|124542319
31/10/2020|1120|75614396
31/10/2020|1130|24546145
31/10/2020|1210|61161944.46
31/10/2020|1220|5633158
31/10/2020|1230|69799743.58
31/10/2020|1310|54363775
31/10/2020|1320|3124301
31/10/2020|1330|2356633
31/10/2020|1410|500000392
31/10/2020|1420|124521667
31/10/2020|1430|14526528
31/10/2020|1440|23523592
31/10/2020|1510|70000605
31/10/2020|2110|-1244476
31/10/2020|2120|-1451943
31/10/2020|2210|-14123860
31/10/2020|2220|-851763
31/10/2020|2310|-149999314
31/10/2020|2320|-49999672
31/10/2020|3110|-399999661
31/10/2020|3120|-521300128.42
31/10/2020|4110|-13113719.53
31/10/2020|4120|-1630662.09
30/11/2020|1110|124542319
30/11/2020|1120|75614396
30/11/2020|1130|24546145
30/11/2020|1210|62548337.84
30/11/2020|1220|5633158
30/11/2020|1230|69970046.71
30/11/2020|1310|54363775
30/11/2020|1320|3124301
30/11/2020|1330|2356633
30/11/2020|1410|500000392
30/11/2020|1420|124521667
30/11/2020|1430|14526528
30/11/2020|1440|23523592
30/11/2020|1510|70000605
30/11/2020|2110|-1244476
30/11/2020|2120|-1451943
30/11/2020|2210|-14123860
30/11/2020|2220|-851763
30/11/2020|2310|-149999314
30/11/2020|2320|-49999672
30/11/2020|3110|-399999661
30/11/2020|3120|-521300128.42
30/11/2020|4110|-14500112.91
30/11/2020|4120|-1800965.22
31/12/2020|1110|124542319
31/12/2020|1120|75614396
31/12/2020|1130|24546145
31/12/2020|1210|63945099.94
31/12/2020|1220|5633158
31/12/2020|1230|70141707.85
31/12/2020|1310|54363775
31/12/2020|1320|3124301
31/12/2020|1330|2356633
31/12/2020|1410|500000392
31/12/2020|1420|124521667
31/12/2020|1430|14526528
31/12/2020|1440|23523592
31/12/2020|1510|70000605
31/12/2020|2110|-1244476
31/12/2020|2120|-1451943
31/12/2020|2210|-14123860
31/12/2020|2220|-851763
31/12/2020|2310|-149999314
31/12/2020|2320|-49999672
31/12/2020|3110|-399999661
31/12/2020|3120|-521300128.42
31/12/2020|4110|-15896875.01
31/12/2020|4120|-1972626.36
